,title,day,writer,illustrator,story,platform,genre,,,,,,
3583,제왕의 꽃,완결,웹툰,이승희,"20살의 봄, 운명의 남자를 만나 사랑에 빠지고 싶은 평범한 대학생 한송이. 새로 새관한 체육관에서 운동을 하고 개운하게 샤워실에 발을 내딛는 순간, 남자의 알몸이 떡하니 사우나실에서 나오는데 39 헉? 저건 황제왕?! 39 이름만큼이나 완벽한 삶을 살아가고 있는 한국대 최연소 교수 황제왕. 어느 날 샤워실에서 알몸으로 마주친 한송이로 인해 그는 난생처음 엄청난 혼란에 빠지고 마는데 자체발광 교수님과 엉뚱매력 그녀의 단짠단짠 캠퍼스 스캔들!",카카오페이지,로맨스만화,,,,,,
3584,꿈 같은 거짓말,완결,중년바나나,탄콩,"사람의 마음을 조종하고, 가까운 미래를 볼 수 있는 초능력자 우해서는 자신의 장점을 살려 스피치 학원 강사로 일하던 중, 일면식도 없는 남자와 관계를 갖는 꿈을 꾸기 시작한다. 그룹 본사에서 리더십 교육 강연을 제안받은 해서는 예지몽을 통해 그룹 로비에서 대형 참사가 일어난다는 사실을 알고 능력을 사용해 사고를 막는다. 그러나 과한 능력 사용의 부작용으로 인해 화장실을 찾았던 해서는 그룹의 막내아들 차도혁에게 민망한 장면을 들키고 마는데 35 현대판타지 35 리맨물 35 이능력물 35 재벌공 35 능력공 35 능글공 35 후회공 35 미인수 35 다정수",카카오페이지,BL/GL만화,,,,,,
3585,"선배, 열 번만 자요.",완결,곰,오랭,"선배, 열 번만 자요. 매주 일요일 연재! 복학을 하루 앞두고 고시텔에서 쫓겨나 히키코모리 꽃덕후 현우. 오랜 지병인 미주신경성 실신을 앓고 있던 현우는 하루 아침에 길거리로 쫓겨나지만 구사일생으로 자신의 대학후배이자 플라워카페 사장인 한성의 밑에서 일하게 된다. 그런데, 이 후배 녀석한테서... 묘한 39 향기 39 가 난다. 달콤하면서도 아찔한 이 향기를 맡게 되면 제 뜻과 상관없이 흥분하게 되는데... 그런 현우의 상황을 아는지 모르는지 어느날 갑자기 한성이 현우에게 뜻밖의 제안을 한다. 34 선배, 우리 열 번만 자요. 34",카카오페이지,BL/GL만화,,,,,,
3586,로맨스는 처음이라 컬렉션 [할리퀸],완결,리즈,마유,로맨스는 처음이라 컬렉션 할리퀸 구성작품 1. 눈물의 기념일 2. 해적 그리핀 3. 크리스마스에는 기적이 개정판 4. 소문을 막을 수 없어! 5. 여전히 그대를 6. 사서는 마성의 여자? 개정판 7. 슬픔과 함께 춤을 8. 러브 캐치 개정판 9. 마천루에 안겨서 개정판 10. 매혹의 가면무도회 11. 사랑과 와인과 백작 12. 만만치 않은 대부호 13. 잠자는 미녀가 깨어나면 14. 연애의 기초 15. 마법 지팡이의 선물 16. 심장폭격 개정판 17. 잠자코 키스해 줘 18. 오직 당신만을 개정판 19. 의문의 상속인 20. 신데렐라 웨이트리스 21. 비너스의 야망 22. 당신에게 바치는 러브레터 23. 신데렐라가 된 가정부 24. 마음을 사로잡아줘,카카오페이지,로맨스만화,,,,,,
3587,침대 위 짐승본능 컬렉션 [할리퀸],완결,린,쇼코,침대 위 짐승본능 컬렉션 할리퀸 작품 구성 1. 두 번째 애인 2. 화려한 외출 3. 운명 혹은 본능 개정판 4. 얼음 속의 진실 5. 유괴된 억만장자 개정판 6. 사랑의 주문 아브라카다브라 7. 재벌에게 사랑받아서 개정판 8. 안기고 싶어 개정판 9. 단 하루의 사랑 10. 연인의 거짓말 개정판 11. 뒤엉킨 사랑 12. 수수께끼의 미녀 13. 아폴론의 유혹 14. 리오에서 사랑을 개정판 15. 유혹을 원한 밤 16. 침대 속의 폭군 개정판 17. 이탈리아 부호의 달콤한 속죄 개정판 18. 끓어오르는 사랑의 끝에 개정판 19. 한밤중의 유혹 20. 펜트하우스에서 사랑을 21. 화려한 정사 개정판 22. 스페인 공작의 비탄 개정판 23. 여섯 번째 행운 개정판 24. 암흑의 랩소디 25. 암흑의 랩소디 26. 복수는 사랑의 함정 27. 순진무구한 공작부인 28. 은밀한 환상 29. 뜨거운 경매,카카오페이지,로맨스만화,,,,,,
3588,우리형은 존잘님,완결,아리,쫑봄봄,최정상 아이돌 그룹 러버유 의 막내 수려준 은 팬이 선물한 책을 읽게 된다. 그런데 그 책은 러버유 멤버들을 상대로 쓴 팬픽! 처음에 놀랐지만 팬픽의 마력에 려준은 점점 빠져들게 되고 려준은 호기심에 예고 시절 문예창작과였던 전공을 살려 직접 러버유 팬픽을 써보게 된다. 그런데 예상밖으로 팬픽은 뜨거운 반응을 얻게 되고 아이돌인 자신이 직접 팬픽계의 금손 연성러가 된다. 그렇게 려준이 팬픽계의 존잘로 거듭나기도 잠시 . 그만 같은 멤버인 박하민 에게 들키고 만다! 특히 려준이 리더 강형우 에 대한 팬픽을 쓰고 있자 형우에 대한 남모를 열등감을 가지고 있던 하민은 려준에게 더욱 분개하는데 ! 과연 려준은 아이돌과 팬픽 작가 사이에서 잘 버틸 수 있을까? 아이돌이 진짜로 팬픽을 쓴다면? 신개념 아이돌 ! 우리형은 존잘님 !,카카오페이지,BL/GL만화,,,,,,
3589,홈 스위트 홈,완결,보리,보리,"과거 아버지의 폭력으로 몸에 흉터를 가진 채 어머니와 둘이 지내고 있는 정연은, 어느 날 어머니의 재혼으로 새 가정을 맞이한다. 정연은 새로운 사람들 재혼상대와 그의 아들인 선우 과 함께 지내며 전에 몰랐던 가족의 정과 안정을 느끼게 된다. 어느 날 술 취한 정연의 어깨에 있는 흉터를 발견하게 되는 선우는, 얼마 지나지 않아 식사 시간에 우연히 아빠의 질문으로 흉터의 전말을 알게 된다. 정연과 선우의 사이에는 미묘한 기류가 흐르고, 선우는 우연히 교양수업에서 다른 조가 발표 에 참고 자료로 가져온 정연과 똑같은 흉터가 있는 모델의 세미누드 사진을 보게 되는데.... 해당 작품은 15세이용가로 개정된 39 개정판 39 작품입니다.",카카오페이지,BL/GL만화,,,,,,
3590,가면 쓴 여자,완결,민,나래,"민 작가의 소설 가면 쓴 여자 웹툰화! 원작소설과의 또 다른 재미를 느껴보세요 ! 식품업계 신흥강자로 떠오른 헨젤 기업의 사장, 권세후. 뛰어난 업무 처리 능력을 가진 그의 비서, 엄보란. 어느 날, 난데없이 사장의 명령이 떨어졌다. 가면 쓴 아이 , 이 책의 저자를 찾아! 얄미운 사장을 모티브로 그림책을 그렸던 보란은 당황하는데 ! 찾으려는 자와 정체를 숨기려는 자 간의 쫓고 쫓기는 숨바꼭질. 꼬시려는 자와 버티려는 자 간의 줄다리기! 두 사람의 오피스 연애!",카카오페이지,로맨스만화,,,,,,
3591,오! 순정,완결,유진,유진,"수수하고, 평범한 20대 대학생 오순정. 그런 그녀의 전생이 조선 최고의 기생?! 남자와 닿으면 깨어나는 기생의 영혼은 남자를 달아오르게 만들고, 여태 순진하게만 살아온 오순정은 난데없이 뜨거운 사랑을 나눈다. 꿈꾸던 것과 전혀 다른 연애를 시작한 오순정은 그 원흉인 기생의 영혼 이겨내고 자신이 바라는 아름다운 사랑을 할 수 있을까?",카카오페이지,로판만화,,,,,,
3592,시크와 밀애의 키스 컬렉션 [할리퀸],완결,수재나,미오,시크와 밀애의 키스 컬렉션 할리퀸 구성작품 1. 사막의 라푼젤 2. 두 계절의 신부 3. 사막의 하룻밤을 가슴에 4. 사막의 마법 5. 시크를 위한 선물 6. 아라비아 왕자와 나 7. 모래 감옥 8. 시크와 입맞춤을 9. 시크의 초대 10. 사막에 숨은 함정 11. 시크의 뜻대로 12. 사랑은 아라비아식으로 13. 왕의 여자 14. 그녀의 안식처 15. 시크 길들이기 16. 사막의 사자 17. 뜨거운 사막을 달리는 사랑 18. 검은 눈의 팰컨 19. 사막에 맹세하는 사랑 20. 허락받지 못할 결혼 21. 장미의 속삭임,카카오페이지,로맨스만화,,,,,,
3593,위기의 신혼부부 컬렉션 [할리퀸],완결,대프니,요시코,위기의 신혼부부 컬렉션 할리퀸 구성작품 1. 잃어버린 사랑의 기억 2. 완벽한 아내 3. 폭군의 달콤한 벌 4. 러브 목장의 열정 5. 기만당한 순진한 신부 6. 계약 허니문 7. 사랑 없는 결혼의 운명 8. 눈 깜짝할 사이에 9. 아무것도 모르는 애인 10. 아내가 돌아오다 11. 신부 계약 12. 아내가 두 명? 13. 심기 불편한 공작님 14. 눈물은 당신의 어깨에서 15. 연인과 비밀 16. 스페인의 뜨거운 밤 17. 조건부 결혼 18. 잊혀진 새신부 19. 사랑받지 못하는 신부 20. 미완의 결혼 21. 불사조의 날개 22. 인어공주의 위장 결혼 23. 돌아온 자작 24. 두 번째 결혼서약 25. 그대의 빈 자리,카카오페이지,로맨스만화,,,,,,
3594,다정하게 쓰담쓰담[BL],완결,켐제,켐제,"첫눈에 반했지만 다가갈 수 없어! 인간 캣닢이라고 불려도 좋을 만큼 동물들에게 인기 만점인 우진은 어둡고 음침한 외모와 소심한 성격 때문에 사람들과는 친해지지 못한다. 반면 그런 그의 눈에 운명처럼 나타난 애견 카페 사장, 상윤은 너무 잘생겼고! 너무 밝고! 너무 친절하다. 첫눈에 반해 매일같이 애견 카페에 출근도장을 찍어보지만, 도저히 말 한마디 건넬 용기가 나질 않는 우진. 39 사장님과 가까워지고 싶어. 친해지고 싶어. 그런데 나 같은 게 그래도 될까 39 소심한 우진은 과연 눈부신 상윤과 연결될 수 있을까?!",카카오페이지,BL/GL만화,,,,,,
3595,클로버 트레플,완결,toriko,chiya,"사야와 쯔게 씨의 결혼 3년 후. 사무실에서는 사야의 동기이자 최후의 독신 이라 불리는 스즈키 히나코가 묵묵히 근무하고 있었다. 같은 회사에서 일하는 여동생 카논은 결혼을 앞두고 있고, 유즈하는 남자 친구가 끊이지 않는 인기녀지만 히나코는 벌써 10년째 남자라곤 없다. 30살 생일을 계기로 인생을 바꾸겠노라 결심한 히나코는 큰맘 먹고 행동에 나서는데 . 2012 .",카카오페이지,로맨스만화,,,,,,
3596,검은 거울,완결,무화,수근,"34 진실을, 알려줄까? 34 태준은 어떤 사건으로 인해 어린 시절의 기억을 잃고 트라우마에 시달리고 있다. 자취방을 찾던 중, 당시의 단짝 친구라 주장하는 정연우를 만나 그의 집에서 동거를 하게 된다. 이사 후 태준은 수많은 손들이 자신의 몸을 더듬거나, 연우가 자신에게 낯선 쾌락을 주는 등의 꿈을 꾸며 매일같이 반복되는 악몽과 환청에 시달리기 시작한다. 태준의 이러한 상황을 알고 있으면서도 연우는 모든 일에 침묵한 채, 자신에게 끌리는 태준과 몸을 섞는 관계로 발전한다. 34 내 생각하면서 해도 돼. 참지 말고, 솔직해져. 34 태준은 스스로의 변화에 당황스러워 하지만 앞으로 연우와 점점 더 타락할 생각에 기대가 부푸는데 모든 진실을 기억해 내고 싶은 태준과 침묵한 채 태준을 타락시키려는 연우의 공포 15금",카카오페이지,BL/GL만화,,,,,,
3597,연민의 굴레,완결,재활용,재활용,"인생, 삶 오늘도 나는 고뇌한다. 39 공부를 안하지만 반항은 아닙니다 . 고민이 많은 사춘기 소녀 련과 운동에 공부까지 너무 잘나서 인생이 재미없는 무념무상 소년 민. 꿈 없고 무기력한 둘의 일상에 개성과 민폐를 겸비한 친구들이 끼어들어 시작되는 스펙타클 학원라이프!!",카카오페이지,드라마만화,,,,,,
3598,묵검향 천산출두 컬렉션,완결,묵검향,묵검향,"신년특집 2021 퍼스트 신작, 34 독표무적 34 오픈을 기념한 특별 패키지 출두! 상상불가 기상천외 무림방랑기가 시작된다! 수록작품 1. 흑룡 1,2부 2. 창천비도 3. 천마혈황 4. 구천십지",카카오페이지,액션무협만화,,,,,,
3600,용권풍 [개정판],완결,묵검향,묵검향,꼴통 포두 용천산이 간다! 나는 졸라 싸가지 없어도 딴 놈들 싸가지 없는 꼴은 절대 못 봐! 마교? 혈지? 무림맹? 황궁? 니들 뭐하는 쇄키들이야? 전부 다 꿇어!,카카오페이지,액션무협만화,,,,,,
3601,전설의 가문 1부 [개정판],완결,장세이,장세이,"수십년 간 밤의 세계를 일통해 온 천룡회 회장 유철산은 친구이자 역술가인 상생에게 얼마 후 태어 날 자신의 아이가 절대악성 을 지녔다는 말을 듣고 경악한다. 과연 태어날 아이는 가문 을 절단 낼 절대악 인가, 아니면 가문을 구하여 새로운 전설을 탄생시킬 구세주인가!!",카카오페이지,액션무협만화,,,,,,
3602,황성 무림혈투 컬렉션,완결,황성,황성,마침내 최후의 전쟁이 시작된다! 황성 무림혈투 컬렉션 작품 구성 1. 성협마교 개정판 2. 강호대공 개정판 3. 검신전기 개정판 4. 선화오경 개정판 5. 절대무 원작 백룡제 개정판 6. 용호투 개정판,카카오페이지,액션무협만화,,,,,,
3603,꽃이 오르는 식탁,완결,호골,호골,"성우는 주말마다 꽃집을 운영하는 부모님의 일을 돕는다. 그리고 그런 성우에게는 반드시 성우의 손을 거친 꽃만 사는 특이한 남자 손님이 있다. 손님은 어느 날 갑자기 성우에게 자신의 집 정원사를 제안하고, 성우가 대학을 이유로 거절하자 당신을 유혹하겠습니다! 라는 묘한 선언을 한다. 그러던 어느 날 성우는 향기로운 꽃의 냄새를 맡던 레오가 그것을 입 안에 넣는 것을 목격하게 되는데",카카오페이지,BL/GL만화,,,,,,
3604,야설록 흑도백도 컬렉션,완결,야설록,야설록,야설록 흑도백도 컬렉션 작품 구성 1. 혈조 개정판 2. 설견 개정판 3. 검군제 개정판 4. 흑도백도 개정판 5. 흑랑위 개정판,카카오페이지,액션무협만화,,,,,,
3606,비정자객사 [개정판],완결,묵검향,묵검향,"그날 나는 죽었고, 그날 나는 다시 태어났다. 그날 나는 선택했고, 그날 이후 내 인생은 달라졌다! 간절한 삶의 욕구가 만들어낸 기적 같은 운명과 인연! 특급자객 류! 무림맹 교관 용천산! 이제 나는 최후의 선택을 해야 한다. 나는... 누구로 살아갈 것인가?",카카오페이지,액션무협만화,,,,,,
3607,메이저,완결,MITSUDA,Takuya,"본 작품은 39 메이저 39 를 목표로 야구를 시작한 주인공 고로가 리틀 야구를 거쳐 고교 야구, 그리고 마지막에는 미국의 메이저 리그에까지 도전하는 과정을 그린 만화이다. 스포츠 만화인 동시에 성장물의 성격을 띄고 있어, 한 소년의 성장기를 엿볼 수 있다.",카카오페이지,소년만화,,,,,,
3608,묵검향 창천비도 패키지,완결,묵검향,묵검향,최강 스승과 준비된 제자의 운명적 만남! 묵검향 신작 34 창천비도 34 외 인기작 패키지 수록작품 1. 창천비도 신작 2. 오홍련 3. 천후령 4. 폭풍검왕,카카오페이지,액션무협만화,,,,,,
3609,사랑 선고,완결,해서,원스토리,"뭐? 여자라서 안 돼? 지금이 어떤 시대인데! 장학금을 위해 검찰청에 실습생으로 출근한 첫날, 최영훈은 외모와 능력으로 사랑받는 인기 검사 김윤재에게 퇴짜를 맞는다. 이름만 보고 남자 직원인 줄 알았다는 것! 자기는 여자 직원이 필요 없다나. 우여곡절 끝에 실습생 생활이 시작되고 윤재는 사사건건 그녀를 잡아먹지 못해 안달인데 사랑을 못 믿는 윤재에게서 사랑은 사치 라 생각하는 영훈은 무사히 실습 생활을 할 수 있을까.",카카오페이지,로맨스만화,,,,,,
3610,아이 앰 쌤!(BL),완결,mola,mola,"매월 10일 25일 우리의 쌤들도 때론 찐한 사랑에 빠진다! 고교 수학선생 태진쌤은 연애와는 먼 삶을 살아가는 쏠남. 하지만 언제부턴가 무뎌진 그의 연애세포를 다시 살아움직이게 하는 사람이 있었으니 그 사람은 바로 같은 학교의 국어쌤! 그러나 문제는 그 국어쌤이 학생과 교사를 불문하고 학교에서 가장 인기있는 아이돌이라는 사실인데!! 과연 태진쌤은 사랑에 골인할 수 있을 것인가? 그 밖에도 여선생님들의 백합 로맨스부터 선생님과 제자의 아슬아슬한 사랑이야기까지, 각양각색 매력을 지닌 커플들의 이야기가 시작된다!",카카오페이지,BL/GL만화,,,,,,
3611,파라오의 연인,완결,신일숙,신일숙,"고대 피라미드에서 발견된 소년! 4천 년의 시간을 넘어 현대에 되살아나다! 파라오의 보물이었던 소년 페닉시오를 둘러싸고 벌어지는 절체절명의 미스터리! 피닉스 재단의 유능한 비서 유니스는 업무 차 이집트로 향한다. 그곳에서 신비하고 아름다운 소년 페닉시오와 운명적으로 만난다. 페닉시오는 도굴꾼들에 의해 피라미드 속 왕의 묘실에서 신비한 녹색 액체에 담긴 채로 발견되었는데, 운송 도중 일어난 사고로 다시 깨어난다. 그리고 시공을 뛰어넘은 파라오의 저주가 시작된다!",카카오페이지,로판만화,,,,,,
3612,응급! 사랑에 대처하는 방법,완결,토비,강규원,집안의 반대로 연고도 없는 미강 병원에서 전공의 수련을 하게 된 신채린. 그곳에서 만난 의사로서 갖춰야 할 소양 모든 것을 가진 치프 백강우에게 전공의 수련 포기를 종용받는다! 하지만 신채린은 결국 백강우에게 빠지고 마는데.... 일도 사랑도 쟁취하기 위한 고군분투 응급실 스토리!,카카오페이지,로맨스만화,,,,,,
3613,은혼,완결,Hideaki,Sorachi,무대는 에도. 20년 전에 우주에서 온 39 천인의 대두와 폐도령으로 사무라이는 쇠퇴 일로에 있다. 그런 시대에 자신이 믿는 사무라이 정신을 고수하는 사카타 긴토키와 해결사 일행의 유쾌통쾌 코미디!! 2003 .,카카오페이지,소년만화,,,,,,
3614,4인4색 무림천왕 컬렉션,완결,황성,하승남,무림을 뒤바꿀 역사의 주인공은? 4인4색 무림천왕 컬렉션 작품 구성 1. 황성 대물천자 개정판 2. 황성 마등귀화 개정판 3. 야설록 기개남아시천하 개정판 4. 야설록 명포열전 개정판 5. 사마달 삼뇌전 개정판 6. 하승남 골통 눈에는 눈 개정판 7. 사마달 로토 개정판 8 하승남 천마도 원제 골통엽기천하 개정판,카카오페이지,액션무협만화,,,,,,
3615,굿바이 악마,완결,백화,이너스,"살아남기 위해서 악마와 계약 결혼을 결심한 여자! 문다미는 희귀 혈액형을 가진 고아로, 다정한 양부모와 동생과 함께 행복하게 살고 있었다. 하지만 다미의 혈액과 장기를 노리는 외할아버지 손 회장의 음모에 의해 아버지를 잃었고 자신의 생명도 위기에 처한다. 순전히 살아남기 위해 악마 같은 남자 강태성의 손을 잡고 그와 위장결혼을 한 다미는 손 회장이 숨을 거둘 때까지 새로운 이름으로 인형처럼 그의 아내로 살아간다. 기다리던 손 회장의 죽음과 함께 계약이 종료되고, 다미는 망설임 없이 악마와 이별하고 소설가로서 멋지게 홀로서기를 시작한다. 다시는 마주칠 일이 없을 거라고 생각했던 강태성, 하지만 그는 다미에게 계속해서 미련을 불태우는데...!",카카오페이지,로맨스만화,,,,,,
3616,건곤일월,완결,야설록,야설록,"겉으로 평온한 제국의 깊은 곳에서 소리 없이 커가는 거대한 역모의 기운. 십사황자 진군왕과 팔황자 염군왕이 황제의 위를 노리는 가운데, 나이 열다섯 살 때 가난과 굶주림을 못 이겨 거세를 하고 환관으로 살아오다 십사황자 진군왕과 똑같이 생긴 용모로 인하여 진군왕의 대역을 하는 어리숙하고 착하기만 한 성격의 이군악. 군악은 늙은 내시이자 과거 천하제일인인 천기 방량에게 천하제일의 지법 투일 과 천하제일의 신법 요월 을 배워 일인전승의 천고문 의 후계자가 되는데.. 한편 황제의 위를 노리는 대규모 쿠데타가 발발하고, 마교의 부활을 노리는 마교인들로 천하는 대혼란의 시기로 빠져들게 된다. 어리숙하고 여린 군악이 날카로운 음모와 대혼란의 중심에 서게되며 펼쳐지는 대서사시! 올컬러 프리미엄 연재 무협",카카오페이지,액션무협만화,,,,,,
3617,캔디맨,완결,차녹,차녹,"온라인 게임에서 39 요롱 39 으로 여자인 척 활동하며, 다른 유저들에게 아이템을 뜯어먹던 규연. 그런 그에게 염민은 각종 선물을 뿌리며 호감을 나타낸다. 어느 날 갑자기 온라인이 아닌 오프라인에서 만나자고 제안하는 39 염민 하지만,그의 정체는 근방 최고의 미남으로 유명한 같은 학교의 염기민이였는데....... 하루가 다르게 39 요롱 39 에 대한 집착이 심해지다 결국엔 스토커 짓을 하는 염기민. 점점 두려워지는 규연이 이 난관을 헤쳐나갈 방법은?",카카오페이지,BL/GL만화,,,,,,
3619,일검진천 [개정판],완결,묵검향,묵검향,대를 위해 소를 희생하라고? 누가 대고 누가 소란 말이냐! 화산의 정의를 위해 나는 세상에서 가장 큰 사람을 잃었다. 나는 화산을 가르는 검이 되리. 그리고 하늘마저 베어버리리라. 나의 이름은 일검진천. 이제 나는 최후의 선택을 해야 한다. 나는... 누구로 살아갈 것인가?,카카오페이지,액션무협만화,,,,,,
3620,난 뭘로 보여?,완결,해달새기,윤도,"친구들이 모두 동물로 보인다?! 모든 사람들이 동물로 보이고, 자기 자신은 늑대로 보이는 난이. 세상의 모든 사람들이 동물로 보이던 그에게 사람의 얼굴이 보이는 신기한 여학생이 나타나게 되면서 그의 일상이 새로운 전환점을 맞이하게 된다. 남들에게는 평범하지만, 난이에겐 아주 특별한 학교 생활이 시작된다!",카카오페이지,드라마만화,,,,,,
3621,얼굴미화부,완결,호돌,호돌,"34 못생긴건 죄가 아니지만, 꾸미지 않는건 죄야! 34 엄마의 아름다운 외모를 물려받아 태어날 때무터 완성형 외모였던 39 예서 39 는 어려서부터 엄마의 외모지상주의론에 세뇌당하며 자라왔다. 외모는 곧 권력이며 재력을 불러오는 능력이라 생각하는 엄마는 자신을 열심히 가꿔 재력이 상당한 남자와 결혼했고, 예서를 낳았다. 그리고 늘 자신을 가꾸는 것을 게을리하지 않으며, 이를 예서에게 또한 강요했다. 모두가 부러워 하는 예쁜 엄마와 자신에게 늘 호의적인 사람들. 아름다움으로 받는 혜택을 피부로 느끼며, 예서는 그렇게 외모지상주의에 자연스레 물들었다. 이에 예서는 상대적으로 여성보다 꾸밀 줄 모르는 남성들을 이해하지 못했고, 그 남성들을 환골탈태 시키는 회사 얼굴미화부 라 칭하며 그들 못지 않게 변해가는 자신의 모습을 발견하는 39 예서 39 의 데일리.",카카오페이지,드라마만화,,,,,,
3622,흑룡재림,완결,two,cats,"태어나자마자 벼락을 맞아 육씨 가문에서 쫓겨나 가문에 하인들에게 양아들로 입양된 이목향. 이러한 이유로 몸이 허약하여 친구들과 어울리지 못하고 잠만 자던 어느 날, 자신의 몸 안에 무언가가 잠들어 있다는 사실을 알게 된다. 그의 몸 안에 잠들어 있던 것은 바로 흑룡! 조금씩 깨어나는 용의 힘과 함께 허약했던 그의 몸은 조금씩 회복되었고 점차 각성하기 시작한다.",카카오페이지,액션무협만화,,,,,,
3624,박씨가 없어서요,완결,김강,김강,"알바하러 가던 중, 도로 위에 힘없이 늘어져 있는 제비를 본 신유지. 귀찮은 일은 딱 질색이지만, 다친 제비를 차마 지나치지 못하고 상처까지 치료해주며 보살핀다. 하지만 현실은 내 한몸 감당하기도 빠듯한 취준생인지라 곧 제비를 돌려보내고 마는데 행여라도 다시 올 땐 절대로 박씨 잊지 마 그대로 산신령에게 날아간 제비는 자신이 은혜를 갚을 수 있게 박씨를 달라고 부탁하지만, 때는 이미 21세기. 은혜 갚을 박씨도 씨가 말랐다. 34 그럼 저는 어떻게 해야 하죠...? 34 박씨는 무슨, 그냥 몸으로 때워!! 과연, 제비는 무사히 유지에게 은혜를 갚을 수 있을까? 박씨가 없어서 몸으로 때우러 온 앙큼발칙 제비의 본격 은혜 갚기 프로젝트!",카카오페이지,로맨스만화,,,,,,
3625,덫에 걸린 아가씨 컬렉션 [할리퀸],완결,캐서린,카즈나,덫에 걸린 아가씨 컬렉션 할리퀸 구성작품 1. 플레이보이의 근심 2. 대가 없는 연인 3. 사랑은 단 한 번만 4. 오만한 그 남자 5. 유혹을 느끼다 6. 불합리한 애인 계약 7. 달밤이 보내준 선물 8. 어설픈 하룻밤 9. 내 사랑 레이디 이사벨 10. 천사에게 온 선물 11. 죄악의 이어링 12. 그 밤에 작별 인사를 13. 위기의 아가씨 14. 베아트리스의 아찔한 연극 15. 서로를 원하는 손끝 16. 오만한 공작의 오산 17. 사랑은 변덕이 아니야 18. 대부호의 거짓말 19. 맥킨지의 딸 20. 뜨거운 레슨 21. 과거의 위협 22. 그리스의 순결한 꽃 23. 짓밟힌 장미 24. 닥터의 유혹 25. 대부호의 신부와 아이 26. 금지된 고백,카카오페이지,로맨스만화,,,,,,
3626,신형빈 도시액션 시즌5,완결,신형빈,신형빈,본 작품은 15세로 개정된 개정판입니다. 검수라인에 따라 잘리거나 편집된 부분이 존재합니다. 패키지 수록작품 1. 도시정벌 1부 2. 가릉빈가 3. 꽃투 4. 도시들개,카카오페이지,액션무협만화,,,,,,
3627,시작부터 끝까지,완결,시럽플로,은,"백혈병에 걸린 하인서. 그에게는 오랜 기간을 만나 온 원우라는 남자친구가 있다. 원우는 인서가 병에 걸렸다는 사실을 모른 채, 아무 남자나 만나며 바람을 피우고 다닌다. 와중, 인서의 담당의 하윤조가 인서에게 사랑에 빠지게 되는데...",카카오페이지,BL/GL만화,,,,,,
3628,이혼하기 좋은 날 컬렉션 [할리퀸],완결,캣,토모코,이혼하기 좋은 날 컬렉션 할리퀸 작품 구성 1. 거짓에서 영원으로 2. 그 찢어진 사랑을 3. 모래바람 너머에 개정판 4. 그대를 놓아줄 수 없는 이유 개정판 5. 거절당한 신부 6. 수수께끼의 부인 7. 남편은 필요 없어! 개정판 8. 결혼의 법칙 9. 사랑받지 못한 아내 10. 두 번째 청혼 11. 도망친 후작의 신부 12. 웨이트리스의 비밀의 천사 13. 달콤한 재회 14. 멀어져 가는 사랑에 기적을 개정판 15. 아내의 의무 16. 아빠가 되고 싶어! 17. 잡을 수 없는 남자 18. 버려진 왕자 19. 한 번 더 믿어줘 20. 아내의 이름 21. 영원히 잃어버린 첫날밤 22. 블루 다이아몬드를 너에게 23. 잃어버린 신혼 24. 억만장자의 순수한 장미 25. 남편은 억만장자? 26. 마음의 열쇠는 누구 것? 27. 가슴 설레는 월요일,카카오페이지,로맨스만화,,,,,,
3629,공간의 이테르,완결,라나일,라나일,보육원 출신의 옐레나는 항구마을에서 우연히 공간술사 안나를 만나 함께 지낼 수 있게 된다. 안나의 가르침을 받아 공간술사로서 성장해나가는 옐레나. 끊임없는 사건사고를 겪으며 조금씩 상처를 치유해나가는데... 초보 공간술사 옐레나의 따뜻한 성장이야기!,카카오페이지,드라마만화,,,,,,
3631,보스 사용 설명서 컬렉션 [할리퀸],완결,캐롤,유키,보스 사용 설명서 컬렉션 할리퀸 구성작품 1. 비서 이야기 2. 보스와 비서의 위험한 관계 3. 계속 사랑해도 될까요? 4. 비서와 결혼? 5. 불운의 여비서 6. 백만장자와 정원사 7. 유혹의 불꽃 개정판 8. 개인 비서 개정판 9. 보스에게는 비밀 10. 런던에서 생긴 일 11. 사장 비서는 내니 12. 사랑하는 베이비시터 13. 장미는 봉오리인 채로 14. 보스와의 비밀스런 관계 15. 비서와 보스의 크리스마스 개정판 16. 보스와 보낸 뜨거운 하룻밤의 기적 17. 사랑에 빠진 보스 18. 어둠의 끝에서 개정판 19. 온화한 그 남자 20. 보스를 향한 슬픈 사랑의 증거 21. 사랑받지 못하는 아이 22. 아껴둔 키스 23. 보스의 유혹 24. 억만장자의 예기치 못한 구혼 25. 운명이라고 부르게 해줘 26. 보스와 스캔들 27. 크리스마스는 보스와 함께 28. 신데렐라는 눈물을 닦고,카카오페이지,로맨스만화,,,,,,
3632,마이너스 1억 소녀,완결,지강민,지강민,본격 버라이어티 극한알바 만화! 순간의 실수로 생긴 1억이라는 엄청난 빚을 갚기 위해 그녀는 극한알바의 현장으로 뛰어드는데..,카카오페이지,드라마만화,,,,,,
